season,team,pitcher,count
2022,ECN,shephch01,19
2022,ECN,toussto01,4
2022,ECN,unknown,6
2022,ECN,ventejo01,19
2022,ECN,walketa01,1
2023,ECN,aguiaju01,2
2023,ECN,avilape01,18
2023,ECN,baileho02,1
2023,ECN,bendean01,15
2023,ECN,blancro01,7
2023,ECN,borucry01,12
2023,ECN,leedy01,6
2023,ECN,lowthza01,2
2023,ECN,sorokmi01,10
2023,ECN,trivilo01,2
2023,ECN,unknown,8
2023,ECN,ventejo01,14
2023,ECN,yamamjo01,11
2016,FBW,baumami01,3
2016,FBW,crousha01,1
2016,FBW,detmere01,15
2016,FBW,hamilia01,19
2016,FBW,johnsji04,21
2016,FBW,mchugco01,7
2016,FBW,payamjo01,18
2016,FBW,unknown,3
2016,FBW,winanal01,15
2017,FBW,baumami01,13
2017,FBW,detmere01,19
2017,FBW,hamilia01,17
2017,FBW,johnsji04,17
2017,FBW,leblawa01,1
2017,FBW,payamjo01,11
2017,FBW,unknown,7
2017,FBW,winanal01,19
2018,FBW,baumami01,20
2018,FBW,detmere01,19
2018,FBW,hamilia01,6
2018,FBW,hendrky01,9
2018,FBW,johnsji04,22
2018,FBW,kremede01,6
2018,FBW,unknown,2
2018,FBW,winanal01,22
2019,FBW,baumami01,9
2019,FBW,bettial01,1
2019,FBW,detmere01,11
2019,FBW,hendrky01,21
2019,FBW,johnsji04,6
2019,FBW,kremede01,8
2019,FBW,martica04,1
2019,FBW,mchugco01,2
2019,FBW,smylydr01,8
2019,FBW,unknown,6
2019,FBW,warrewi01,11
2019,FBW,winanal01,23
2021,FBW,bettial01,14
2021,FBW,carmofa01,10
2021,FBW,chatwty01,7
2021,FBW,hellije01,11
2021,FBW,hendrky01,12
2021,FBW,huffda01,1
2021,FBW,jacksed01,14
2021,FBW,martini01,7
2021,FBW,nanceto01,7
2021,FBW,unknown,5
2021,FBW,warrewi01,13
2022,FBW,bardlu01,2
2022,FBW,bettial01,12
2022,FBW,hellije01,18
2022,FBW,hendrky01,18
2022,FBW,jacksed01,17
2022,FBW,kitchau01,2
2022,FBW,mahlety01,8
2022,FBW,nanceto01,1
2022,FBW,unknown,5
2022,FBW,warrewi01,18
2023,FBW,bettial01,13
2023,FBW,bonilli01,3
2023,FBW,hellije01,13
2023,FBW,hendrky01,16
2023,FBW,jacksed01,1
2023,FBW,mcclash01,6
2023,FBW,oswalco01,1
2023,FBW,patinlu01,15
2023,FBW,payanpe01,15
2023,FBW,richatr01,6
2023,FBW,stridsp01,7
2023,FBW,unknown,6
2023,FBW,warrewi01,5
2016,GKO,biagijo01,18
2016,GKO,cannigr01,9
2016,GKO,fillmhe01,13
2016,GKO,meisiry01,22
2016,GKO,parkebl01,8
2016,GKO,skenepa01,19
2016,GKO,unknown,5
2016,GKO,woodtr01,4
2016,GKO,zimmejo02,7
2017,GKO,biagijo01,9
2017,GKO,hatchto01,18
2017,GKO,hergeji01,16
2017,GKO,parkebl01,12
2017,GKO,reyesde02,11
2017,GKO,skenepa01,17
2017,GKO,unknown,7
2017,GKO,wrighmi01,16
2018,GKO,biagijo01,19
2018,GKO,hatchto01,21
2018,GKO,hergeji01,4
2018,GKO,meisiry01,17
2018,GKO,parkebl01,20
2018,GKO,reyesde02,1
2018,GKO,unknown,5
2018,GKO,wrighmi01,19
2019,GKO,biagijo01,22
2019,GKO,garcija04,4
2019,GKO,hatchto01,16
2019,GKO,hergeji01,17
2019,GKO,megilty01,9
2019,GKO,meisiry01,3
2019,GKO,parkebl01,5
2019,GKO,reyesde02,8
2019,GKO,unknown,1
2019,GKO,wrighmi01,24
2021,GKO,biagijo01,19
2021,GKO,garcija04,15
2021,GKO,gearrco01,16
2021,GKO,hatchto01,11
2021,GKO,hergeji01,17
2021,GKO,hillri01,1
2021,GKO,samarje01,1
2021,GKO,schulja02,1
2021,GKO,unknown,2
2021,GKO,wrighmi01,22
2022,GKO,colege01,18
2022,GKO,fostema01,5
2022,GKO,gearrco01,16
2022,GKO,hatchto01,20
2022,GKO,hergeji01,15
2022,GKO,knebeco01,7
2022,GKO,ucetaed01,1
2022,GKO,unknown,1
2022,GKO,wrighmi01,20
2023,GKO,brighje01,11
2023,GKO,castidi01,11
2023,GKO,fostema01,5
2023,GKO,fulmemi01,1
2023,GKO,gearrco01,21
2023,GKO,hatchto01,18
2023,GKO,hergeji01,1
2023,GKO,knebeco01,8
2023,GKO,luzarje01,2
2023,GKO,megilty01,2
2023,GKO,tanakma01,4
2023,GKO,triggan01,4
2023,GKO,turneja01,3
2023,GKO,ucetaed01,2
2023,GKO,unknown,11
2023,GKO,wrighmi01,2
2016,GLO,briesbe01,22
2016,GLO,carasma01,15
2016,GLO,diazjh01,9
2016,GLO,finnebr01,19
2016,GLO,jamesjo02,2
2016,GLO,matusbr01,3
2016,GLO,nunezda01,16
2016,GLO,senzaan01,13
2016,GLO,unknown,6
2017,GLO,briesbe01,22
2017,GLO,carasma01,20
2017,GLO,diazjh01,13
2017,GLO,ellisch01,4
2017,GLO,matusbr01,16
2017,GLO,nunezda01,6
2017,GLO,senzaan01,19
2017,GLO,unknown,4
2018,GLO,carasma01,19
2018,GLO,diazjh01,20
2018,GLO,durapmo01,2
2018,GLO,galleza01,3
2018,GLO,henryto01,19
2018,GLO,lodolni01,16
2018,GLO,matusbr01,2
2018,GLO,senzaan01,13
2018,GLO,stoudle01,10
2018,GLO,unknown,4
2019,GLO,burrobe01,7
2019,GLO,butleed01,3
2019,GLO,cainma01,18
2019,GLO,diazjh01,22
2019,GLO,ellisch01,1
2019,GLO,galleza01,9
2019,GLO,garzaju01,1
2019,GLO,matusbr01,17
2019,GLO,seaboco01,1
2019,GLO,senzaan01,14
2019,GLO,unknown,5
2019,GLO,whalero01,7
2021,GLO,butleed01,5
2021,GLO,cainma01,8
2021,GLO,carasma01,4
2021,GLO,diazjh01,13
2021,GLO,fostema01,17
2021,GLO,holmegr01,1
2021,GLO,lauerer01,7
2021,GLO,nelsoji02,20
2021,GLO,overtco01,8
2021,GLO,sborzjo01,19
2021,GLO,scottch01,1
2021,GLO,unknown,2
2021,GLO,whitebr01,2
2022,GLO,adamsch01,7
2022,GLO,alvarjo02,1
2022,GLO,aquinja01,7
2022,GLO,armenro01,5
2022,GLO,bettich01,5
2022,GLO,butleed01,5
2022,GLO,kirbyge01,2
2022,GLO,lackejo01,12
2022,GLO,lauerer01,2
2022,GLO,lockewa01,14
2022,GLO,maldoan01,10
2022,GLO,nelsoji02,2
2022,GLO,overtco01,1
2022,GLO,ponceda01,8
2022,GLO,romerfe01,1
2022,GLO,sborzjo01,19
2022,GLO,unknown,2
2023,GLO,adamsch01,13
2023,GLO,butleed01,1
2023,GLO,cainma01,7
2023,GLO,diazjh01,15
2023,GLO,kirbyge01,13
2023,GLO,lackejo01,6
2023,GLO,lauerer01,7
2023,GLO,lockewa01,1
2023,GLO,ortizlu02,8
2023,GLO,porceri01,1
2023,GLO,sborzjo01,5
2023,GLO,searsjp01,17
2023,GLO,smithdr01,1
2023,GLO,straida01,1
2023,GLO,unknown,7
2023,GLO,wielajo01,3
2016,GUT,alvarjo03,2
2016,GUT,birdsha01,4
2016,GUT,blackma01,20
2016,GUT,blalobr01,1
2016,GUT,coveydy01,1
2016,GUT,crochga01,12
2016,GUT,diazmi02,1
2016,GUT,fostema01,2
2016,GUT,hugheph01,18
2016,GUT,iwakuhi01,21
2016,GUT,strahma01,17
2016,GUT,unknown,6
2017,GUT,blackma01,8
2017,GUT,crochga01,5
2017,GUT,fostema01,17
2017,GUT,hugheph01,5
2017,GUT,iwakuhi01,11
2017,GUT,kellemi03,21
2017,GUT,lopezre01,4
2017,GUT,mendeyo01,5
2017,GUT,pallaan01,7
2017,GUT,taillja01,16
2017,GUT,unknown,4
2017,GUT,wentzjo01,1
2018,GUT,birdja01,16
2018,GUT,bradlta01,4
2018,GUT,fostema01,20
2018,GUT,hentgsa01,1
2018,GUT,hugheph01,17
2018,GUT,kellemi03,16
2018,GUT,millsal02,4
2018,GUT,raganco01,5
2018,GUT,santaer01,6
2018,GUT,unknown,6
2018,GUT,wilsobr02,14
2019,GUT,birdja01,15
2019,GUT,fostema01,13
2019,GUT,hentgsa01,21
2019,GUT,jorgefe01,8
2019,GUT,millsal02,5
2019,GUT,raganco01,13
2019,GUT,unknown,5
2019,GUT,wilkad01,6
2019,GUT,wilsobr02,20
2021,GUT,barneja01,3
2021,GUT,cashnan01,8
2021,GUT,danksjo01,4
2021,GUT,desclan01,5
2021,GUT,gillu01,1
2021,GUT,guthrje01,1
2021,GUT,hentgsa01,21
2021,GUT,mccauda01,4
2021,GUT,millsal02,3
2021,GUT,osullse01,2
2021,GUT,raganco01,19
2021,GUT,ramirye01,7
2021,GUT,salech01,1
2021,GUT,sandopa02,4
2021,GUT,staumjo01,19
2021,GUT,unknown,3
2022,GUT,barneja01,1
2022,GUT,gracego01,1
2022,GUT,hentgsa01,18
2022,GUT,lambeji01,6
2022,GUT,mccauda01,7
2022,GUT,millebr04,1
2022,GUT,millsal02,9
2022,GUT,peterda01,3
2022,GUT,raganco01,19
2022,GUT,ramirye01,2
2022,GUT,sandopa02,10
2022,GUT,staumjo01,18
2022,GUT,unknown,7
2023,GUT,bushky01,1
2023,GUT,cortene01,1
2023,GUT,felizmi01,3
2023,GUT,gassero01,10
2023,GUT,hentgsa01,20
2023,GUT,lambeji01,22
2023,GUT,lametdi01,1
2023,GUT,peterda01,15
2023,GUT,priesqu01,5
2023,GUT,sandopa02,19
2023,GUT,staumjo01,4
2023,GUT,unknown,6
2016,HAN,anderta01,3
2016,HAN,becktr01,19
2016,HAN,hanifbr01,22
2016,HAN,kintzbr01,18
2016,HAN,mizeca01,16
2016,HAN,murfepe01,2
2016,HAN,poynebo01,1
2016,HAN,unknown,4
2016,HAN,widenta01,20
2017,HAN,becktr01,18
2017,HAN,hanifbr01,21
2017,HAN,henlebl01,1
2017,HAN,kintzbr01,19
2017,HAN,leeev01,1
2017,HAN,mckaybr01,2
2017,HAN,mizeca01,13
2017,HAN,stephja01,2
2017,HAN,unknown,5
2017,HAN,widenta01,22
2018,HAN,becktr01,20
2018,HAN,francjp01,1
2018,HAN,goudeas01,6
2018,HAN,hanifbr01,21
2018,HAN,henlebl01,2
2018,HAN,kintzbr01,14
2018,HAN,leeza01,1
2018,HAN,smylydr01,3
2018,HAN,unknown,4
2018,HAN,widenta01,19
2018,HAN,wingetr01,15
2019,HAN,alcansa01,1
2019,HAN,goudeas01,8
2019,HAN,hanifbr01,19
2019,HAN,iveyty01,21
2019,HAN,kintzbr01,20
2019,HAN,leeza01,4
2019,HAN,mizeca01,1
2019,HAN,nunezda01,20
2019,HAN,unknown,7
2019,HAN,wingetr01,7
2021,HAN,cobbal01,14
2021,HAN,goudeas01,15
2021,HAN,hanifbr01,17
2021,HAN,iveyty01,20
2021,HAN,kintzbr01,5
2021,HAN,leeza01,1
2021,HAN,mcguide02,8
2021,HAN,mizeca01,16
2021,HAN,smylydr01,1
2021,HAN,unknown,7
2022,HAN,abbotco01,2
2022,HAN,falteba01,3
2022,HAN,goudeas01,19
2022,HAN,hammeja01,12
2022,HAN,iveyty01,20
2022,HAN,kintzbr01,1
2022,HAN,kowarja01,7
2022,HAN,lawde01,4
2022,HAN,mcguide02,8
2022,HAN,nunezda01,3
2022,HAN,silsech01,18
2022,HAN,spierca01,1
2022,HAN,unknown,5
2023,HAN,colege01,5
2023,HAN,iveyty01,20
2023,HAN,lucchjo01,21
2023,HAN,rodried05,21
2023,HAN,silsech01,18
2023,HAN,smithbu03,15
2023,HAN,unknown,7
2016,HXK,bushma01,4
2016,HXK,effrosc01,20
2016,HXK,henryto01,17
2016,HXK,lewisco01,13
2016,HXK,millesh01,19
2016,HXK,nixja02,19
2016,HXK,unknown,7
2016,HXK,wislema01,5
2017,HXK,effrosc01,11
2017,HXK,henryto01,19
2017,HXK,hoeinbr01,15
2017,HXK,jacqujo01,11
2017,HXK,lewisco01,19
2017,HXK,nixja02,2
2017,HXK,priceda01,4
2017,HXK,ramirjc01,1
2017,HXK,smithch08,6
2017,HXK,suarean01,11
2017,HXK,unknown,6
2018,HXK,briesbe01,21
2018,HXK,effrosc01,20
2018,HXK,lewisco01,20
2018,HXK,phillty01,21
2018,HXK,suarean01,21
2018,HXK,unknown,6
2019,HXK,briesbe01,21
2019,HXK,friedch01,4
2019,HXK,graveke01,5
2019,HXK,jacqujo01,15
2019,HXK,nixja02,7
2019,HXK,oberhbr01,5
2019,HXK,phillty01,21
2019,HXK,plutkad01,1
2019,HXK,rodrich01,21
2019,HXK,severlu01,1
2019,HXK,unknown,8
2021,HXK,adamsau02,13
2021,HXK,conlopj01,9
2021,HXK,friedch01,14
2021,HXK,graveke01,11
2021,HXK,lewisco01,17
2021,HXK,lynnla01,1
2021,HXK,mantijo01,16
2021,HXK,rodriya01,22
2021,HXK,unknown,2
2022,HXK,adamsau02,12
2022,HXK,briesbe01,19
2022,HXK,conlopj01,15
2022,HXK,friedch01,19
2022,HXK,graveke01,17
2022,HXK,mantijo01,17
2022,HXK,unknown,4
2023,HXK,conlopj01,20
2023,HXK,flynnbr01,6
2023,HXK,friedch01,5
2023,HXK,graveke01,18
2023,HXK,mantijo01,6
2023,HXK,meansjo01,12
2023,HXK,olsonre01,15
2023,HXK,unknown,5
2023,HXK,vesiaal01,1
2023,HXK,worleva01,19
2016,JBM,jonesja09,21
2016,JBM,liriafr01,12
2016,JBM,martico02,19
2016,JBM,medlekr01,7
2016,JBM,phillev01,13
2016,JBM,taillja01,22
2016,JBM,tinocje01,1
2016,JBM,unknown,3
2016,JBM,youngal01,6
2017,JBM,baezmi01,8
2017,JBM,bielabr01,1
2017,JBM,brasiry01,3
2017,JBM,estesjo01,20
2017,JBM,garzama01,21
2017,JBM,hernafe02,6
2017,JBM,hicksjo03,3
2017,JBM,jonesja09,19
2017,JBM,liriafr01,16
2017,JBM,maytr01,3
2017,JBM,phillev01,2
2017,JBM,ramirer02,1
2017,JBM,unknown,1
2018,JBM,civalaa01,9
2018,JBM,garzama01,18
2018,JBM,hernafe02,19
2018,JBM,hicksjo03,9
2018,JBM,jonesja09,16
2018,JBM,liriafr01,22
2018,JBM,paddach01,3
2018,JBM,reedco01,2
2018,JBM,unknown,4
2018,JBM,warread01,4
2019,JBM,civalaa01,23
2019,JBM,dermoma01,3
2019,JBM,hernafe02,21
2019,JBM,liriafr01,17
2019,JBM,paddach01,3
2019,JBM,reaco01,18
2019,JBM,shielja02,12
2019,JBM,tinocje01,1
2019,JBM,unknown,2
2019,JBM,wantzan01,10
2021,JBM,ashbyaa01,3
2021,JBM,bruihju01,1
2021,JBM,civalaa01,21
2021,JBM,cottojh01,21
2021,JBM,francbo01,18
2021,JBM,hernafe02,5
2021,JBM,lakintr01,2
2021,JBM,liriafr01,12
2021,JBM,mannima02,10
2021,JBM,moorean02,4
2021,JBM,rogertr01,2
2021,JBM,unknown,4
2022,JBM,ashbyaa01,6
2022,JBM,civalaa01,18
2022,JBM,clevimi01,2
2022,JBM,francbo01,13
2022,JBM,houckta01,1
2022,JBM,mannima02,14
2022,JBM,moorean02,15
2022,JBM,rodriya01,17
2022,JBM,shiplbr01,11
2022,JBM,unknown,5
2023,JBM,ashbyaa01,4
2023,JBM,assadja01,1
2023,JBM,burkebr01,1
2023,JBM,civalaa01,9
2023,JBM,francbo01,19
2023,JBM,gagnodr01,2
2023,JBM,koenija01,7
2023,JBM,litteza01,1
2023,JBM,mannima02,3
2023,JBM,margeni01,2
2023,JBM,mcartja01,1
2023,JBM,meyeral01,4
2023,JBM,moorean02,9
2023,JBM,rodriya01,20
2023,JBM,sanchsi01,1
2023,JBM,unknown,3
2023,JBM,woodtr01,20
2016,JEM,bassich01,9
2016,JEM,bellch02,15
2016,JEM,bleieri01,1
2016,JEM,castehu01,20
2016,JEM,duffety01,6
2016,JEM,englema01,6
2016,JEM,fittsri01,20
2016,JEM,scholje01,7
2016,JEM,swarmma01,7
2016,JEM,thorple01,1
2016,JEM,tropeni01,1
2016,JEM,unknown,7
2016,JEM,wagueja01,5
2017,JEM,bassich01,5
2017,JEM,bellch02,19
2017,JEM,bleieri01,1
2017,JEM,castehu01,16
2017,JEM,scholje01,16
2017,JEM,tropeni01,13
2017,JEM,unknown,7
2017,JEM,wagueja01,13
2017,JEM,willitr01,15
2018,JEM,bellch02,15
2018,JEM,bleieri01,2
2018,JEM,castehu01,16
2018,JEM,curtijo02,3
2018,JEM,farmebu01,1
2018,JEM,ortizlu03,11
2018,JEM,scholje01,17
2018,JEM,swarmma01,16
2018,JEM,tropeni01,5
2018,JEM,unknown,10
2018,JEM,willitr01,12
2019,JEM,bassich01,6
2019,JEM,bellch02,18
2019,JEM,castehu01,20
2019,JEM,curtijo02,1
2019,JEM,marshal01,1
2019,JEM,ortizlu03,20
2019,JEM,swarmma01,11
2019,JEM,tropeni01,21
2019,JEM,unknown,2
2019,JEM,willitr01,10
2021,JEM,bassich01,20
2021,JEM,bellch02,15
2021,JEM,cannojo02,5
2021,JEM,gilbety01,1
2021,JEM,kellebr01,1
2021,JEM,marshal01,9
2021,JEM,ortizlu03,18
2021,JEM,silsech01,1
2021,JEM,skogler01,1
2021,JEM,stonega01,1
2021,JEM,underdu01,1
2021,JEM,unknown,8
2021,JEM,whitlch01,1
2021,JEM,willibr02,7
2021,JEM,winanal01,17
2022,JEM,bassich01,19
2022,JEM,bellch02,13
2022,JEM,boylejo01,4
2022,JEM,marshal01,18
2022,JEM,ortizlu03,9
2022,JEM,parkebl01,17
2022,JEM,stonega01,10
2022,JEM,suarejo01,4
2022,JEM,unknown,6
2022,JEM,vothau01,1
2023,JEM,bassich01,15
2023,JEM,bellch02,15
2023,JEM,blachty01,1
2023,JEM,cannojo02,9
2023,JEM,curtijo02,1
2023,JEM,lylesjo01,1
2023,JEM,marshal01,16
2023,JEM,oswalco01,12
2023,JEM,perezma02,8
2023,JEM,rodrigr01,7
2023,JEM,unknown,4
2023,JEM,vothau01,11
2023,JEM,whitlch01,1
2023,JEM,wittgni01,3
2016,KFH,abbotco01,1
2016,KFH,adamsau02,22
2016,KFH,elderbr01,8
2016,KFH,garzaju01,19
2016,KFH,middlke01,21
2016,KFH,unknown,3
2016,KFH,waldike01,9
2016,KFH,wilsost02,20
2017,KFH,abbotco01,7
2017,KFH,adamsau02,18
2017,KFH,elderbr01,11
2017,KFH,kendrky01,21
2017,KFH,kinghni01,10
2017,KFH,middlke01,21
2017,KFH,pinedmi01,2
2017,KFH,unknown,6
2017,KFH,waldike01,11
2018,KFH,benjawe01,1
2018,KFH,boshebu01,8
2018,KFH,elderbr01,4
2018,KFH,festama01,7
2018,KFH,javiecr01,5
2018,KFH,jungmta01,3
2018,KFH,kinghni01,10
2018,KFH,koenija01,5
2018,KFH,leclejo01,3
2018,KFH,middlke01,17
2018,KFH,nastrni01,1
2018,KFH,nelsoky01,5
2018,KFH,ranauan01,16
2018,KFH,unknown,4
2018,KFH,waldike01,18
2019,KFH,espinpa01,4
2019,KFH,festama01,16
2019,KFH,jungmta01,3
2019,KFH,koenija01,5
2019,KFH,leclejo01,2
2019,KFH,mcfartj01,1
2019,KFH,obrieri01,1
2019,KFH,pannoth01,8
2019,KFH,ranauan01,26
2019,KFH,suarean01,22
2019,KFH,unknown,3
2019,KFH,waldike01,19
2021,KFH,castima03,13
2021,KFH,hunteto02,2
2021,KFH,jungmta01,4
2021,KFH,juradar01,9
2021,KFH,koenija01,16
2021,KFH,nixja02,4
2021,KFH,pannoth01,13
2021,KFH,smithaj01,12
2021,KFH,thorntr01,6
2021,KFH,unknown,7
2021,KFH,willitr01,17
2021,KFH,woobr01,2
2022,KFH,castima03,18
2022,KFH,hardybl01,6
2022,KFH,hunteto02,16
2022,KFH,johnsji04,20
2022,KFH,juradar01,2
2022,KFH,koenija01,7
2022,KFH,mccarki01,1
2022,KFH,obrieri01,5
2022,KFH,povicca01,4
2022,KFH,sandsco01,13
2022,KFH,smithri01,2
2022,KFH,thorntr01,3
2022,KFH,unknown,5
2023,KFH,castilu02,3
2023,KFH,castima03,20
2023,KFH,festama01,4
2023,KFH,gonzama02,2
2023,KFH,harrelu01,3
2023,KFH,hunteto02,8
2023,KFH,juradar01,3
2023,KFH,manoaal01,16
2023,KFH,neideni01,18
2023,KFH,obrieri01,7
2023,KFH,ortka01,4
2023,KFH,pannoth01,12
2023,KFH,sandsco01,3
2023,KFH,stockro01,4
2023,KFH,unknown,2
2016,KJP,alexaty01,21
2016,KJP,garcilu05,18
2016,KJP,gibsoky01,9
2016,KJP,oswalco01,17
2016,KJP,unknown,4
2016,KJP,verlaju01,17
2016,KJP,zeuchtj01,18
2017,KJP,allenlo02,7
2017,KJP,eickhje01,1
2017,KJP,francjp01,3
2017,KJP,freelky01,9
2017,KJP,fulmemi01,1
2017,KJP,garcilu05,20
2017,KJP,hahnje01,14
2017,KJP,oswalco01,5
2017,KJP,snellbl01,2
2017,KJP,unknown,3
2017,KJP,verlaju01,13
2017,KJP,wainwad01,16
2017,KJP,zeuchtj01,9
2018,KJP,estesjo01,10
2018,KJP,freelky01,4
2018,KJP,fulmemi01,1
2018,KJP,garcide01,2
2018,KJP,garcilu05,20
2018,KJP,kopecmi01,1
2018,KJP,lohseky01,1
2018,KJP,lopezjo02,5
2018,KJP,oswalco01,12
2018,KJP,unknown,6
2018,KJP,verlaju01,4
2018,KJP,wainwad01,18
2018,KJP,zeuchtj01,20
2019,KJP,estesjo01,17
2019,KJP,fulmemi01,1
2019,KJP,garcilu05,22
2019,KJP,nelsoky01,3
2019,KJP,oswalco01,20
2019,KJP,pukaj01,3
2019,KJP,unknown,5
2019,KJP,wainwad01,18
2019,KJP,zeuchtj01,18
